gene_symbol,degree,betweenness,combined_score,is_hub,is_druggable,small_molecule,antibody,other_modality
EGFR,0.03694581280788178,0.03942283853999159,0.03818432567393668,True,True,False,False,True
HSP90AA1,0.02894088669950739,0.03194465663741189,0.03044277166845964,True,True,False,False,True
MYC,0.025554187192118227,0.017364013324103946,0.021459100258111086,True,True,False,False,True
MAPK3,0.02586206896551724,0.01178204809695281,0.018822058531235024,True,True,False,False,True
PIK3CA,0.021551724137931036,0.013854433038442639,0.017703078588186837,True,True,False,False,True
CDC42,0.020935960591133004,0.014028760000171779,0.01748236029565239,True,True,False,False,True
RHOA,0.023091133004926108,0.011578358806659948,0.01733474590579303,True,True,False,False,True
MAPK1,0.024630541871921183,0.00987971514151429,0.01725512850671774,True,True,False,False,True
CDH1,0.017549261083743842,0.014116368694191403,0.015832814888967622,True,True,False,False,True
IL6,0.01939655172413793,0.007373353034931531,0.013384952379534732,True,True,False,False,True
SMAD3,0.01847290640394089,0.008290040143935773,0.013381473273938332,True,True,False,False,True
MDM2,0.01539408866995074,0.010581129720322113,0.012987609195136425,True,True,False,False,True
ERBB2,0.01816502463054187,0.007788772246886796,0.012976898438714333,True,True,False,False,True
VEGFA,0.017241379310344827,0.008114507637554867,0.012677943473949847,True,True,False,False,True
MAPK8,0.016317733990147784,0.00876884541881909,0.012543289704483436,True,True,False,False,True
CASP3,0.016933497536945813,0.008005706085693053,0.012469601811319432,True,True,False,False,True
JAK2,0.016933497536945813,0.007636830655212499,0.012285164096079156,True,True,False,False,True
FOS,0.01600985221674877,0.008275910492600527,0.012142881354674648,True,True,False,False,True
CCND1,0.017549261083743842,0.006068820463644022,0.011809040773693932,True,True,False,False,True
SMAD4,0.015086206896551725,0.008176013073871197,0.011631109985211462,True,True,False,False,True
BRCA1,0.013546798029556651,0.008960910903869163,0.011253854466712907,True,True,False,False,True
FOXO1,0.015701970443349755,0.006422614704913954,0.011062292574131855,True,True,False,False,True
SP1,0.012315270935960592,0.008816698810336967,0.01056598487314878,True,True,False,False,True
HIST2H2AC,0.014470443349753694,0.006376604247483777,0.010423523798618736,True,False,False,False,False
PPARA,0.012315270935960592,0.008100588290178158,0.010207929613069374,True,True,False,False,True
CXCR4,0.01416256157635468,0.005690881274253339,0.00992672142530401,True,True,False,False,True
KDR,0.01416256157635468,0.005090176515363819,0.00962636904585925,True,True,False,False,True
NANOG,0.012007389162561577,0.006939656599406289,0.009473522880983933,True,False,False,False,False
IGF1,0.014470443349753694,0.004420811476237547,0.00944562741299562,True,True,False,False,True
TLR4,0.01293103448275862,0.0059015005892704515,0.009416267536014536,True,True,False,False,True
FOXO3,0.014470443349753694,0.004017229958369562,0.009243836654061628,True,True,False,False,True
ATM,0.011083743842364532,0.007262195926431996,0.009172969884398264,True,True,False,False,True
HSPA5,0.012007389162561577,0.0055027087105789735,0.008755048936570276,True,True,False,False,True
CD8A,0.011083743842364532,0.006417543253360405,0.00875064354786247,True,True,False,False,True
NR3C1,0.012315270935960592,0.004997838151931055,0.008656554543945823,True,True,False,False,True
RB1,0.01293103448275862,0.004010252221881268,0.008470643352319944,True,True,False,False,True
PXN,0.01293103448275862,0.0037808465033294368,0.008355940493044028,True,True,False,False,True
KIT,0.012623152709359606,0.004045690827950243,0.008334421768654924,True,True,False,False,True
NFKBIA,0.011083743842364532,0.005209127304203112,0.008146435573283822,True,True,False,False,True
RUNX2,0.011391625615763547,0.004846278122342373,0.00811895186905296,True,True,False,False,True
BTRC,0.011083743842364532,0.005014448788434345,0.008049096315399438,True,True,False,False,True
LCK,0.012007389162561577,0.0036562601832061305,0.007831824672883854,True,True,False,False,True
RBBP7,0.011699507389162561,0.0037778025821043485,0.007738654985633454,True,True,False,False,True
MUC1,0.009852216748768473,0.005505978379669081,0.007679097564218777,True,True,False,False,True
POMC,0.009236453201970444,0.006062378980514039,0.007649416091242242,True,True,False,False,True
PPARGC1A,0.011391625615763547,0.003755687597050455,0.007573656606407001,True,True,False,False,True
HSP90AB1,0.011699507389162561,0.003106471602287453,0.007402989495725007,True,True,False,False,True
EZR,0.00769704433497537,0.0068472694877654405,0.007272156911370405,True,True,False,False,True
CEBPB,0.011083743842364532,0.003415122286758678,0.007249433064561606,True,True,False,False,True
CXCL8,0.011391625615763547,0.0030590176570827006,0.007225321636423124,True,True,False,False,True
IGF1R,0.011083743842364532,0.0030206403166214103,0.007052192079492972,True,True,False,False,True
MET,0.012007389162561577,0.001619999938258705,0.006813694550410141,True,True,False,False,True
MMP2,0.009236453201970444,0.004239611789180237,0.006738032495575341,True,True,False,False,True
CDKN1A,0.011391625615763547,0.002045700565379859,0.006718663090571703,True,True,False,False,True
SREBF1,0.009236453201970444,0.004121312300529048,0.006678882751249746,True,True,False,False,True
HDAC6,0.008620689655172414,0.00471997549953821,0.006670332577355312,True,True,False,False,True
STX1A,0.00769704433497537,0.005641229061899658,0.0066691366984375135,True,True,False,False,True
ARRB1,0.008620689655172414,0.00465649064352698,0.006638590149349697,True,True,False,False,True
POU5F1,0.009852216748768473,0.0033715393337285676,0.00661187804124852,True,True,False,False,True
UBE2D3,0.007389162561576354,0.005823680176077437,0.006606421368826896,True,True,False,False,True
ITGB2,0.008928571428571428,0.0042729846218033584,0.006600778025187394,True,True,False,False,True
CTNND1,0.010160098522167487,0.003031138403755334,0.006595618462961411,True,True,False,False,True
ITGA1,0.010467980295566502,0.002710723077296553,0.006589351686431527,True,True,False,False,True
LRP6,0.010160098522167487,0.0030180561727344165,0.006589077347450952,True,True,False,False,True
PLCG2,0.009236453201970444,0.00387222254916294,0.006554337875566692,True,True,False,False,True
IKBKB,0.009852216748768473,0.0032150362840059135,0.006533626516387193,True,True,False,False,True
CFTR,0.008004926108374385,0.004974653110010713,0.006489789609192549,True,True,False,False,True
LRP5,0.009544334975369459,0.0032553158065630077,0.006399825390966233,True,True,False,False,True
TLR2,0.008928571428571428,0.00360982188990047,0.006269196659235949,True,True,False,False,True
LRRK2,0.007389162561576354,0.005022782795685339,0.0062059726786308465,True,True,False,False,True
IL4,0.010467980295566502,0.0016646418688359072,0.006066311082201205,True,True,False,False,True
PKM,0.00646551724137931,0.0054525468200626245,0.005959032030720967,True,True,False,False,True
GRIA1,0.0067733990147783255,0.005081610816242678,0.005927504915510502,True,True,False,False,True
SQSTM1,0.008004926108374385,0.00369340549777669,0.005849165803075537,True,True,False,False,True
PRKCG,0.0067733990147783255,0.004712856405649391,0.005743127710213859,True,True,False,False,True
FCGR3B,0.005849753694581281,0.005591624841453439,0.005720689268017359,True,True,False,False,True
PTGS2,0.00646551724137931,0.004967480796418335,0.0057164990188988225,True,True,False,False,True
HSP90B1,0.008928571428571428,0.0024732470479683663,0.005700909238269897,True,True,False,False,True
COL1A1,0.008620689655172414,0.002552325122464937,0.005586507388818675,True,True,False,False,True
PIK3R2,0.009236453201970444,0.0018849272799356602,0.005560690240953052,True,True,False,False,True
ITPR1,0.007389162561576354,0.0036991819227505593,0.005544172242163457,True,True,False,False,True
JAK3,0.009852216748768473,0.0012324207230209226,0.005542318735894698,True,True,False,False,True
IDH1,0.005541871921182266,0.005496064604434248,0.005518968262808257,True,True,False,False,True
VTN,0.007389162561576354,0.0036117616658541234,0.005500462113715239,True,True,False,False,True
AXIN1,0.008620689655172414,0.002238077077046562,0.005429383366109488,True,True,False,False,True
RPS3,0.007389162561576354,0.003324061156476197,0.005356611859026276,True,True,False,False,True
SEC61A1,0.0067733990147783255,0.0038878368456297953,0.005330617930204061,True,True,False,False,True
CD38,0.00646551724137931,0.004164639315306542,0.005315078278342926,True,True,False,False,True
CYP7A1,0.0083128078817734,0.0022468066944305544,0.005279807288101977,True,True,False,False,True
NTRK2,0.0083128078817734,0.0020224170269501126,0.005167612454361756,True,True,False,False,True
GNGT1,0.0067733990147783255,0.003518802815991491,0.005146100915384908,True,True,False,False,True
RASA1,0.008620689655172414,0.0016469270950910185,0.005133808375131716,True,True,False,False,True
BCL2L1,0.008004926108374385,0.0022451466904092267,0.005125036399391806,True,True,False,False,True
CRK,0.008928571428571428,0.0013115373045022886,0.005120054366536859,True,True,False,False,True
CACNA1C,0.007389162561576354,0.002642285819191251,0.0050157241903838025,True,True,False,False,True
TBL1X,0.00769704433497537,0.0023192859311739313,0.0050081651330746504,True,True,False,False,True
TCF7L2,0.00646551724137931,0.003525429077664625,0.004995473159521967,True,True,False,False,True
YY1,0.00708128078817734,0.0029007256901907247,0.004991003239184033,True,True,False,False,True
RPL23,0.00646551724137931,0.003471063665469012,0.004968290453424161,True,True,False,False,True
XIAP,0.0067733990147783255,0.0029684697618323954,0.0048709343883053605,True,True,False,False,True
PTK2B,0.008004926108374385,0.0016816234755412738,0.004843274791957829,True,True,False,False,True
NOS3,0.0067733990147783255,0.002845994643677616,0.004809696829227971,True,True,False,False,True
IL17A,0.0083128078817734,0.0012853741867966451,0.004799091034285022,True,True,False,False,True
P4HB,0.00646551724137931,0.003118535651843697,0.004792026446611503,True,True,False,False,True
AGO1,0.0067733990147783255,0.002808607696690977,0.004791003355734651,True,True,False,False,True
NOTCH3,0.006157635467980296,0.0033065180964522924,0.004732076782216294,True,True,False,False,True
MUC5AC,0.00769704433497537,0.0016723244640022392,0.004684684399488805,True,True,False,False,True
BIRC5,0.008004926108374385,0.0013565015971918372,0.004680713852783111,True,True,False,False,True
LRP1,0.00646551724137931,0.0028188847842442253,0.004642201012811768,True,True,False,False,True
SHH,0.0067733990147783255,0.0024778500096430726,0.004625624512210699,True,True,False,False,True
MUC4,0.00708128078817734,0.002113395084648925,0.004597337936413133,True,True,False,False,True
RORA,0.00769704433497537,0.0014827514241502367,0.004589897879562804,True,True,False,False,True
RPS18,0.00769704433497537,0.0014751658678944452,0.004586105101434907,True,True,False,False,True
ITGB4,0.00769704433497537,0.0014670244701852127,0.004582034402580291,True,True,False,False,True
BMP2,0.00708128078817734,0.0020007057954548675,0.0045409932918161035,True,True,False,False,True
PDGFRA,0.0083128078817734,0.0007690528642343936,0.004540930373003896,True,True,False,False,True
HTT,0.005849753694581281,0.0032309528466117903,0.004540353270596535,True,True,False,False,True
PPP2CB,0.006157635467980296,0.002906204977903162,0.004531920222941729,True,True,False,False,True
CRKL,0.0083128078817734,0.0007107058208071513,0.004511756851290275,True,True,False,False,True
ROCK1,0.00708128078817734,0.0019041177567483583,0.004492699272462849,True,True,False,False,True
BCL6,0.0067733990147783255,0.0021558586572614628,0.004464628836019894,True,True,False,False,True
HMGCR,0.008004926108374385,0.0008612205868458763,0.004433073347610131,True,True,False,False,True
RANBP2,0.006157635467980296,0.0024390867460604383,0.004298361107020367,True,True,False,False,True
APAF1,0.00646551724137931,0.0021106851740774974,0.004288101207728404,True,True,False,False,True
OCLN,0.006157635467980296,0.002410279613231167,0.004283957540605732,True,True,False,False,True
TSC1,0.004618226600985222,0.003936188112950973,0.004277207356968097,True,True,False,False,True
GLI1,0.005541871921182266,0.0029796210686994463,0.004260746494940857,True,True,False,False,True
TGFBR2,0.00646551724137931,0.0020518804123802778,0.004258698826879794,True,True,False,False,True
HSPA1A,0.007389162561576354,0.0011265652030209425,0.004257863882298648,True,True,False,False,True
HSPG2,0.0067733990147783255,0.001735992633477792,0.0042546958241280585,True,True,False,False,True
FDFT1,0.007389162561576354,0.0011017988788546108,0.004245480720215482,True,True,False,False,True
BPTF,0.00646551724137931,0.002002687418656081,0.0042341023300176955,True,True,False,False,True
SREBF2,0.007389162561576354,0.001029632096495039,0.004209397329035696,True,True,False,False,True
EIF4A1,0.0067733990147783255,0.0015925694347925575,0.004182984224785442,True,True,False,False,True
TBL1XR1,0.0067733990147783255,0.0014503283499915473,0.004111863682384936,True,True,False,False,True
RBPJ,0.006157635467980296,0.002048910334788164,0.00410327290138423,True,True,False,False,True
PML,0.005849753694581281,0.0023257116627219522,0.004087732678651616,True,True,False,False,True
GFAP,0.004618226600985222,0.003549257553874959,0.0040837420774300906,True,True,False,False,True
ITGA2,0.00769704433497537,0.0004538648260209475,0.004075454580498158,True,True,False,False,True
CCR2,0.007389162561576354,0.0007440665581451805,0.004066614559860768,True,True,False,False,True
ICAM1,0.00646551724137931,0.0016614015371792879,0.004063459389279299,True,True,False,False,True
PSMC4,0.00646551724137931,0.0016569405331804347,0.004061228887279873,True,True,False,False,True
CTGF,0.005541871921182266,0.002528796648379203,0.004035334284780734,True,False,False,False,False
NCOA3,0.006157635467980296,0.0019111838633537046,0.004034409665667,True,True,False,False,True
RPS7,0.0067733990147783255,0.001260455197780639,0.004016927106279483,True,True,False,False,True
KMT2A,0.00708128078817734,0.0008988133743867858,0.003990047081282063,True,True,False,False,True
CALM3,0.004310344827586207,0.0035180059131398778,0.003914175370363042,True,True,False,False,True
SYN1,0.0049261083743842365,0.002883538735034101,0.0039048235547091688,True,True,False,False,True
NPY,0.004310344827586207,0.0034460241272557877,0.0038781844774209975,True,True,False,False,True
NUMB,0.0049261083743842365,0.0028286610568178136,0.003877384715601025,True,True,False,False,True
TFDP1,0.00708128078817734,0.0006541881936790655,0.003867734490928203,True,True,False,False,True
GNA12,0.005849753694581281,0.0018203289839917116,0.003835041339286496,True,True,False,False,True
CXCR2,0.0067733990147783255,0.0008456269179599017,0.0038095129663691138,True,True,False,False,True
RXRB,0.0049261083743842365,0.0026834173603046078,0.003804762867344422,True,True,False,False,True
LIF,0.0067733990147783255,0.0008296636203274877,0.0038015313175529066,True,True,False,False,True
GLUD2,0.005233990147783251,0.002277342414961491,0.003755666281372371,True,True,False,False,True
ITGB5,0.00646551724137931,0.000989491427111428,0.003727504334245369,True,True,False,False,True
STAT2,0.005849753694581281,0.0015858081524872017,0.0037177809235342412,True,True,False,False,True
LAMB1,0.006157635467980296,0.0012444534617901736,0.0037010444648852346,True,True,False,False,True
CYP2E1,0.004310344827586207,0.003069861539629332,0.0036901031836077693,True,True,False,False,True
THBS2,0.005233990147783251,0.002099553884081666,0.0036667720159324585,True,True,False,False,True
PPP2R5A,0.004618226600985222,0.00270803781932918,0.003663132210157201,True,True,False,False,True
MUC6,0.00708128078817734,0.00019597946123867636,0.003638630124708008,True,True,False,False,True
ZEB1,0.005849753694581281,0.001422396336369212,0.0036360750154752464,True,True,False,False,True
HMOX1,0.004618226600985222,0.0026430112141233313,0.003630618907554277,True,True,False,False,True
PDPK1,0.00646551724137931,0.0006522003225701697,0.00355885878197474,True,True,False,False,True
ANK2,0.0049261083743842365,0.002188223580344063,0.00355716597736415,True,True,False,False,True
FABP1,0.005849753694581281,0.0012502338870936395,0.00354999379083746,True,True,False,False,True
TERT,0.004618226600985222,0.002452772460492854,0.003535499530739038,True,True,False,False,True
IL5,0.00646551724137931,0.000556684590518547,0.0035111009159489288,True,True,False,False,True
RORC,0.00646551724137931,0.0005278005593281943,0.003496658900353752,True,True,False,False,True
DHCR7,0.005541871921182266,0.001448940990089876,0.003495406455636071,True,True,False,False,True
PARP1,0.005849753694581281,0.001124037703464138,0.0034868956990227093,True,True,False,False,True
SEC61B,0.005233990147783251,0.0016692934587568826,0.003451641803270067,True,True,False,False,True
ESR2,0.005541871921182266,0.0013495474927943194,0.003445709706988293,True,True,False,False,True
RPS10,0.00646551724137931,0.00041427124015444675,0.0034398942407668784,True,True,False,False,True
CD36,0.0049261083743842365,0.0019511324960250847,0.0034386204352046604,True,True,False,False,True
CEBPD,0.005233990147783251,0.0016047432660430902,0.0034193667069131704,True,True,False,False,True
ATF2,0.006157635467980296,0.000657984865156022,0.003407810166568159,True,True,False,False,True
IL1A,0.00646551724137931,0.00032836529128331355,0.0033969412663313117,True,True,False,False,True
CCR7,0.00646551724137931,0.0002715838241936994,0.0033685505327865047,True,True,False,False,True
EPOR,0.005233990147783251,0.001502243446116041,0.003368116796949646,True,True,False,False,True
RPL18A,0.005849753694581281,0.0008794080379442743,0.0033645808662627775,True,True,False,False,True
SNAI1,0.0049261083743842365,0.0017572849469174889,0.003341696660650863,True,True,False,False,True
PPL,0.0024630541871921183,0.00420757068013433,0.0033353124336632243,True,True,False,False,True
ACSL1,0.0040024630541871924,0.002660552626059265,0.003331507840123229,True,True,False,False,True
SAG,0.005233990147783251,0.0014100572978359674,0.0033220237228096094,True,True,False,False,True
HYOU1,0.005233990147783251,0.0014090439204345192,0.003321517034108885,True,True,False,False,True
SMARCD1,0.005233990147783251,0.0013871748956203558,0.0033105825217018036,True,True,False,False,True
FZD1,0.006157635467980296,0.00044604776658350905,0.0033018416172819025,True,True,False,False,True
SLC9A3R1,0.004310344827586207,0.0022886564496055594,0.003299500638595883,True,False,False,False,False
SYP,0.005233990147783251,0.0013462003721750838,0.0032900952599791674,True,True,False,False,True
LIN7A,0.0033866995073891628,0.0031808195812044323,0.0032837595442967975,True,True,False,False,True
HMGCS1,0.006157635467980296,0.00036914839187943827,0.003263391929929867,True,True,False,False,True
NGFR,0.005849753694581281,0.000670647123310353,0.003260200408945817,True,True,False,False,True
GSTP1,0.003694581280788177,0.002775645186129597,0.003235113233458887,True,True,False,False,True
GAB2,0.006157635467980296,0.00030803156526195986,0.003232833516621128,True,True,False,False,True
SPP1,0.005541871921182266,0.0008995391283610797,0.003220705524771673,True,True,False,False,True
SUPT16H,0.005233990147783251,0.001177869472913896,0.0032059298103485736,True,True,False,False,True
PSMA7,0.005541871921182266,0.000824261648105574,0.00318306678464392,True,True,False,False,True
COL4A1,0.005849753694581281,0.00044187899021240945,0.003145816342396845,True,True,False,False,True
PTH,0.004618226600985222,0.0016687098858706086,0.0031434682434279154,True,True,False,False,True
SOX9,0.0049261083743842365,0.0013543929403660383,0.0031402506573751376,True,True,False,False,True
NPM1,0.005233990147783251,0.0009851820086613926,0.003109586078222322,True,True,False,False,True
CCNT1,0.004618226600985222,0.0015627181758680107,0.0030904723884266163,True,True,False,False,True
MCL1,0.005541871921182266,0.0006101278079911144,0.0030759998645866903,True,True,False,False,True
TRRAP,0.004618226600985222,0.0015304451989938202,0.0030743358999895214,True,True,False,False,True
CACNG8,0.004618226600985222,0.0015288920920529052,0.0030735593465190635,True,True,False,False,True
KLF4,0.005541871921182266,0.0005792294807062364,0.0030605507009442514,True,True,False,False,True
POU2F1,0.005541871921182266,0.0005710318763333548,0.0030564518987578103,True,True,False,False,True
EDEM1,0.0049261083743842365,0.0011811497978304094,0.003053629086107323,True,True,False,False,True
P4HA1,0.005541871921182266,0.0005518842799443741,0.00304687810056332,True,True,False,False,True
CXCR1,0.005849753694581281,0.0002371421330352005,0.0030434479138082404,True,True,False,False,True
HSD17B7,0.005849753694581281,0.00020469164521714583,0.0030272226698992133,True,True,False,False,True
MYO6,0.0040024630541871924,0.0020449930992759453,0.003023728076731569,True,True,False,False,True
KCNH2,0.0024630541871921183,0.003572179918966086,0.003017617053079102,True,True,False,False,True
PLAUR,0.004310344827586207,0.0016833292304747535,0.0029968370290304803,True,True,False,False,True
LDLR,0.004618226600985222,0.001356234103216625,0.0029872303521009235,True,True,False,False,True
SQLE,0.005849753694581281,0.00010788310518620677,0.0029788183998837436,True,True,False,False,True
LSS,0.005849753694581281,0.0001044386412811315,0.002977096167931206,True,True,False,False,True
FKBP5,0.004310344827586207,0.0016203839354554763,0.0029653643815208417,True,True,False,False,True
RYR2,0.003694581280788177,0.002192613643466862,0.0029435974621275195,True,True,False,False,True
MUC3A,0.005849753694581281,9.656218640002493e-06,0.0029297049566106414,True,True,False,False,True
MUC15,0.005849753694581281,9.656218640002493e-06,0.0029297049566106414,True,True,False,False,True
MUC5B,0.005849753694581281,9.656218640002493e-06,0.0029297049566106414,True,True,False,False,True
H6PD,0.004310344827586207,0.0015463086444289233,0.002928326736007565,True,True,False,False,True
CCNA1,0.005541871921182266,0.00028369814219775155,0.002912785031690009,True,True,False,False,True
LAMA5,0.0049261083743842365,0.0008181583459354328,0.0028721333601598345,True,True,False,False,True
SDC3,0.004310344827586207,0.0014259429207803187,0.0028681438741832628,True,True,False,False,True
DDX6,0.004310344827586207,0.0014250553283883778,0.0028677000779872923,True,True,False,False,True
CXCL2,0.005541871921182266,0.00015280339636157103,0.0028473376587719187,True,True,False,False,True
ITGB6,0.005233990147783251,0.00044572828744486153,0.0028398592176140562,True,True,False,False,True
JUP,0.0049261083743842365,0.0007366679159126893,0.002831388145148463,True,True,False,False,True
F11R,0.004618226600985222,0.0010281043267497951,0.0028231654638675085,True,True,False,False,True
HIST1H3C,0.005233990147783251,0.0003932515764242449,0.002813620862103748,True,False,False,False,False
ADCY7,0.004310344827586207,0.0013033479243597114,0.0028068463759729594,True,True,False,False,True
GNA14,0.003078817733990148,0.0025201154296733744,0.002799466581831761,True,True,False,False,True
CTSD,0.003694581280788177,0.0019007774234456377,0.0027976793521169076,True,True,False,False,True
P4HA3,0.005233990147783251,0.00032067705050117925,0.002777333599142215,True,True,False,False,True
COL3A1,0.005233990147783251,0.00031620510356251085,0.002775097625672881,True,True,False,False,True
DKK1,0.005233990147783251,0.0002844590956943793,0.002759224621738815,True,True,False,False,True
NUP210,0.004618226600985222,0.000893064896900917,0.0027556457489430696,True,True,False,False,True
RGS2,0.002770935960591133,0.0027321302196545564,0.0027515330901228445,True,True,False,False,True
AGO4,0.0049261083743842365,0.0005625988521018495,0.002744353613243043,True,True,False,False,True
CYP51A1,0.005233990147783251,0.0002467715728716367,0.002740380860327444,True,True,False,False,True
FGF4,0.0049261083743842365,0.0005530276281451222,0.0027395680012646793,True,True,False,False,True
DCK,0.004618226600985222,0.0008607105452442329,0.0027394685731147277,True,True,False,False,True
SYT1,0.004618226600985222,0.0008582806357975049,0.0027382536183913637,True,True,False,False,True
TPM3,0.0040024630541871924,0.0014699454044946301,0.002736204229340911,True,True,False,False,True
RBL2,0.005233990147783251,0.00023779136123189287,0.002735890754507572,True,True,False,False,True
SIRT3,0.0033866995073891628,0.00207294691960006,0.0027298232134946115,True,True,False,False,True
APOH,0.003694581280788177,0.0017607981409710266,0.002727689710879602,True,True,False,False,True
CEL,0.0040024630541871924,0.0014527098613183556,0.0027275864577527738,True,True,False,False,True
DHCR24,0.005233990147783251,0.00018402746124828543,0.002709008804515768,True,True,False,False,True
DNMT3B,0.0040024630541871924,0.0014136825808045764,0.0027080728174958845,True,True,False,False,True
PIM1,0.004618226600985222,0.0007885591648389512,0.0027033928829120865,True,True,False,False,True
DCTN5,0.003078817733990148,0.002325776476738112,0.00270229710536413,True,True,False,False,True
HSPA1B,0.004618226600985222,0.000783159096400052,0.002700692848692637,True,True,False,False,True
XRN1,0.004310344827586207,0.0010691102014961297,0.002689727514541168,True,True,False,False,True
FOXO4,0.0049261083743842365,0.0004522360206943101,0.0026891721975392732,True,True,False,False,True
ANXA2,0.0040024630541871924,0.0013604214966342302,0.002681442275410711,True,True,False,False,True
GCK,0.004310344827586207,0.001039479319346743,0.002674912073466475,True,True,False,False,True
ENTPD1,0.0040024630541871924,0.0013423859168542876,0.00267242448552074,True,True,False,False,True
PRKG2,0.003078817733990148,0.002254954907157357,0.0026668863205737527,True,True,False,False,True
NRP1,0.004618226600985222,0.0007011724114944762,0.0026596995062398493,True,True,False,False,True
WWTR1,0.0033866995073891628,0.0019302189504995038,0.0026584592289443333,True,True,False,False,True
FLT3,0.004618226600985222,0.0006971407022753094,0.002657683651630266,True,True,False,False,True
FGF8,0.004310344827586207,0.0009745926650182959,0.002642468746302251,True,True,False,False,True
SC5D,0.005233990147783251,4.6111696861155816e-05,0.0026400509223222035,True,True,False,False,True
NPAS2,0.0049261083743842365,0.00032675337112374794,0.0026264308727539923,True,False,False,False,False
ULK1,0.0040024630541871924,0.0012493794487893194,0.002625921251488256,True,True,False,False,True
GJB2,0.0018472906403940886,0.003400388511417746,0.0026238395759059173,True,True,False,False,True
CD9,0.0033866995073891628,0.0018585710617056818,0.0026226352845474224,True,True,False,False,True
CSNK1A1,0.0040024630541871924,0.0012262121302401788,0.0026143375922136856,True,True,False,False,True
RPL12,0.004618226600985222,0.0006021134719020641,0.002610170036443643,True,True,False,False,True
WNT3,0.0049261083743842365,0.00027196325761768766,0.002599035816000962,True,True,False,False,True
CASP9,0.0049261083743842365,0.00024845587259044523,0.002587282123487341,True,True,False,False,True
HIST2H4B,0.0049261083743842365,0.0002340482116641429,0.0025800782930241895,True,False,False,False,False
HIST1H4I,0.0049261083743842365,0.0002340482116641429,0.0025800782930241895,True,False,False,False,False
HIST1H4L,0.0049261083743842365,0.0002340482116641429,0.0025800782930241895,True,False,False,False,False
IL7,0.0049261083743842365,0.0002105531633421881,0.0025683307688632124,True,True,False,False,True
AP3B1,0.002770935960591133,0.002338652743926702,0.0025547943522589173,True,True,False,False,True
CYP19A1,0.003694581280788177,0.00136827185763137,0.0025314265692097737,True,True,False,False,True
EFNA1,0.0049261083743842365,0.00010537020437637626,0.0025157392893803065,True,True,False,False,True
DLG3,0.0040024630541871924,0.0010224607747459102,0.002512461914466551,True,True,False,False,True
EIF3H,0.003694581280788177,0.0013285025836735644,0.0025115419322308706,True,True,False,False,True
SOD2,0.003694581280788177,0.001327183392988191,0.002510882336888184,True,True,False,False,True
LPIN1,0.0033866995073891628,0.0016331586824988391,0.0025099290949440007,True,True,False,False,True
SIN3B,0.004618226600985222,0.0003993113788488787,0.0025087689899170504,True,True,False,False,True
SERPINA1,0.0033866995073891628,0.0016306991354193409,0.002508699321404252,True,True,False,False,True
CD79A,0.003694581280788177,0.0013179794932856753,0.0025062803870369264,True,True,False,False,True
SIRT5,0.0040024630541871924,0.0010094293749373109,0.002505946214562252,True,True,False,False,True
VPS39,0.002770935960591133,0.002240073969051589,0.0025055049648213612,True,True,False,False,True
B3GNT3,0.0040024630541871924,0.0010009338160119063,0.0025016984350995494,True,True,False,False,True
CCL20,0.0049261083743842365,4.849902967381327e-05,0.002487303702029025,True,True,False,False,True
AP1G1,0.003078817733990148,0.001887530003798655,0.0024831738688944017,True,True,False,False,True
IRF6,0.004310344827586207,0.000644855338969805,0.002477600083278006,True,True,False,False,True
SYVN1,0.0040024630541871924,0.0009349581247902769,0.0024687105894887346,True,True,False,False,True
PTPRJ,0.003694581280788177,0.001241867406157222,0.0024682243434726997,True,True,False,False,True
IRF2,0.004310344827586207,0.0006202034838592116,0.0024652741557227094,True,True,False,False,True
SRF,0.003694581280788177,0.0012309279076795718,0.0024627545942338745,True,False,False,False,False
SEL1L,0.0040024630541871924,0.0009225345268761561,0.0024624987905316744,True,True,False,False,True
MSN,0.0040024630541871924,0.0009195543092461742,0.0024610086817166833,True,True,False,False,True
DDX3X,0.0040024630541871924,0.0009186694585938943,0.0024605662563905433,True,True,False,False,True
H3F3A,0.004310344827586207,0.000597339366320501,0.0024538420969533537,True,False,False,False,False
ATF6,0.004310344827586207,0.0005914769540270497,0.0024509108908066283,True,True,False,False,True
ARNTL,0.004618226600985222,0.0002788457617564558,0.0024485361813708388,True,False,False,False,False
TPM1,0.0040024630541871924,0.0008853261684915032,0.002443894611339348,True,True,False,False,True
TNRC6C,0.004310344827586207,0.0005766358465840899,0.0024434903370851484,True,True,False,False,True
CDH5,0.004618226600985222,0.00024991881260206817,0.002434072706793645,True,True,False,False,True
TAF1,0.0040024630541871924,0.0008516452738180304,0.0024270541640026115,True,True,False,False,True
NCBP2,0.003694581280788177,0.0011586884137006603,0.0024266348472444187,True,True,False,False,True
PIK3C2A,0.0040024630541871924,0.0008487515265318822,0.0024256072903595374,True,True,False,False,True
MMP14,0.003694581280788177,0.0011552024833780458,0.0024248918820831116,True,True,False,False,True
NRP2,0.0040024630541871924,0.0007854714846431363,0.0023939672694151645,True,True,False,False,True
DYRK1A,0.0018472906403940886,0.0029375706701922077,0.002392430655293148,True,True,False,False,True
SPO11,0.0018472906403940886,0.0029278636892561684,0.0023875771648251285,True,False,False,False,False
COL6A1,0.004310344827586207,0.00045707507322199453,0.002383709950404101,True,True,False,False,True
SNX9,0.002770935960591133,0.0019764189206416547,0.002373677440616394,True,True,False,False,True
