miRNA,normal_mean,tumor_mean,log2FC,pvalue,stat,padj
MIMAT0000062,15.10591836734694,14.770134770889486,-0.03243090555613959,0.000275228154829564,3.6375646188778856,0.00043014699647015694
MIMAT0000063,13.547755102040817,12.575962264150943,-0.10738501937724454,1.8700410762963763e-13,7.357772702418746,8.134678681889237e-13
MIMAT0000064,12.438163265306123,10.714035040431266,-0.21527153991337533,4.9441396241594854e-23,9.882780982614015,2.246854791388436e-21
MIMAT0000065,7.3538163265306125,7.387679245283018,0.006628086091552188,0.7714304616116259,-0.29050430002742494,0.786497462814978
MIMAT0000066,9.554285714285713,9.583954177897574,0.0044729901863700405,0.7892080949090956,-0.26733908644765186,0.8014914893823889
MIMAT0000067,13.62938775510204,13.395099730458222,-0.025015433873252668,0.1651265233846856,1.3880345542258645,0.1857673388077713
MIMAT0000068,7.378836734693877,7.73588679245283,0.06817328749970875,1.4532906484902736e-05,-4.335651460538616,2.7288407140716645e-05
MIMAT0000069,9.150632653061225,8.74064690026954,-0.06613143300056201,5.2753223489107056e-06,4.553529685559185,1.0510375061570185e-05
MIMAT0000070,8.694183673469386,9.405304582210242,0.1134240905305326,2.7068620780502296e-06,-4.691894880184316,5.562921278512677e-06
MIMAT0000071,8.508061224489795,8.931816711590297,0.07012323109445706,0.0003835304285590925,-3.551164633093867,0.0005958419157971616
MIMAT0000072,3.15465306122449,4.032912129380054,0.3543406212092979,4.065621456402704e-06,-4.607999241814327,8.225792249000818e-06
MIMAT0000073,4.486081632653061,5.509889487870621,0.2965675096799565,2.5558966110754206e-09,-5.957842497976241,6.877206345264791e-09
MIMAT0000074,7.013183673469389,7.631180592991914,0.1218367562634537,9.919489019094327e-06,-4.4189210120550975,1.9177678770249032e-05
MIMAT0000075,8.31061224489796,9.187382749326146,0.14469916845841402,3.2557716197055024e-08,-5.527094742763163,7.725058115846692e-08
MIMAT0000076,16.18795918367347,17.71099730458221,0.12972433588566634,1.0118238089309665e-22,-9.810780994460666,3.7726573447283176e-21
MIMAT0000077,17.583469387755102,16.957601078167116,-0.05228766396268991,7.027529410007526e-11,6.52006849242587,2.2644261432246472e-10
MIMAT0000078,10.53865306122449,10.353749326145552,-0.025537194038325772,0.09521225456835515,1.6685214645971713,0.11399265340523254
MIMAT0000079,5.357367346938775,4.089598382749326,-0.38956505208660497,3.2464400697669586e-22,9.69245057914777,8.473208582091762e-21
MIMAT0000080,10.591224489795916,10.31533423180593,-0.03807882677239638,0.0007308452510925851,3.3777385746723225,0.001115500646404472
MIMAT0000081,12.575306122448978,13.207169811320753,0.07072782174764125,8.199013582379354e-11,-6.496903278846097,2.5782440301217003e-10
MIMAT0000082,11.962244897959183,10.973320754716982,-0.12448797741175666,5.35977512066458e-20,9.156520232545452,6.994506532467277e-19
MIMAT0000083,11.078755102040818,9.949361185983827,-0.15511997439375858,4.590284951520819e-19,8.921737662480185,4.846755008081778e-18
MIMAT0000084,9.46865306122449,9.077231805929918,-0.060906813357076484,0.0009493828411231059,3.305112499665466,0.001432305904815784
MIMAT0000085,7.626816326530612,7.191617250673854,-0.08476471597970914,1.2898198089808725e-09,6.068659871047048,3.6198168832689e-09
MIMAT0000086,13.522448979591834,12.643598382749325,-0.09694933955717522,2.1420724566242174e-13,7.339616183667032,9.017434051272914e-13
MIMAT0000087,14.404285714285715,13.791479784366578,-0.06272085930672677,1.206847760424252e-05,4.3763471060165955,2.2825164164545635e-05
MIMAT0000088,13.19265306122449,11.659067385444745,-0.17828233051772324,1.42039697655458e-19,9.050711554302705,1.685107322185206e-18
MIMAT0000090,5.956489795918367,6.030425876010781,0.017797500501643082,0.6868011484913848,-0.4031999336587536,0.7057287391978403
MIMAT0000091,5.519673469387755,4.781876010781671,-0.20700620024935468,2.5420942961471234e-07,5.154573064926271,5.529055094119994e-07
MIMAT0000092,13.952448979591837,14.17088948787062,0.022411946300979757,0.09373143378452953,-1.67603450683926,0.11325881582297317
MIMAT0000093,11.027081632653061,12.447169811320753,0.17476671960257395,2.9658505411507093e-21,-9.463928877617576,4.838043695252095e-20
MIMAT0000096,5.722061224489796,5.662614555256065,-0.015066602867593648,0.5829518053039795,0.5490781705259735,0.6037715126362645
MIMAT0000097,10.682795918367347,9.15812398921833,-0.2221652783982888,4.180564391199249e-17,8.407720355750625,2.871387647639484e-16
MIMAT0000098,12.963469387755103,12.174037735849057,-0.09064413267240701,6.069656027851239e-05,4.0100862967147775,0.00010632082035363578
MIMAT0000099,15.506734693877553,14.022695417789757,-0.1451312368280564,3.330859659247908e-24,10.14949398220816,2.1733859276592603e-22
MIMAT0000100,9.454857142857142,9.102280323450135,-0.05482764234245163,0.016292552168669733,2.402295256907822,0.021585564040724873
MIMAT0000101,13.917142857142858,14.693342318059297,0.07829954425061691,8.956687932620953e-14,-7.455442251565898,4.101220263884331e-13
MIMAT0000103,3.5948979591836734,3.2076013477088954,-0.1644559709133322,0.00012535599129536118,3.8354080645862183,0.00021245398524733292
MIMAT0000104,6.837775510204081,7.070932614555256,0.04837345191820752,0.009717056284101208,-2.585738704985485,0.01320912338620008
