miRNA,normal_mean,tumor_mean,log2FC,pvalue,stat,padj
MIMAT0000272,7.569061224489795,6.564816711590296,-0.20535964481428914,1.6653427187449614e-05,4.305599291570262,
MIMAT0000273,2.2391102040816326,3.38083187134503,0.5944527366232859,,,
MIMAT0000274,7.112918367346938,8.183452830188678,0.20226807916531042,0.18879360926104138,-1.3141563055119936,
MIMAT0000275,4.5813061224489795,4.1627716981132075,-0.13821452894084407,0.058737071199710195,1.8901562107387844,
MIMAT0000276,1.3194687499999997,1.4964401084010839,0.1815773568110205,,,
MIMAT0000278,5.677408163265306,6.785261455525608,0.25717194353530015,2.073049954038743e-13,-7.343998791641583,
MIMAT0000279,3.725673469387755,4.749808625336928,0.3503681497993085,9.806071848500782e-12,-6.80932061874628,
MIMAT0000280,7.873428571428572,6.876237196765498,-0.19537269840629,2.9346859158659926e-10,6.302190267405301,
MIMAT0000281,3.99765306122449,6.595916442048518,0.7224198502971693,5.891189643540923e-16,-8.091546494729396,
MIMAT0000318,6.68530612244898,5.502587601078167,-0.2808834153552855,6.247285533432019e-06,4.517842734909264,
MIMAT0000414,9.94191836734694,9.474741239892182,-0.06943771435349655,7.410991774634991e-06,4.481529697405836,
MIMAT0000415,7.842775510204081,7.699215633423182,-0.026652828587300004,0.21579997938624407,1.237773709384093,
MIMAT0000416,3.258359183673469,2.764964673913043,-0.23688459919349003,,,
MIMAT0000417,7.4832448979591835,7.694706199460917,0.0402022526109449,0.1451428518968873,-1.4569041081116765,
MIMAT0000418,10.980816326530611,10.442598382749326,-0.07250457432726298,2.6152929773397723e-09,5.954085976855197,
MIMAT0000419,11.80795918367347,10.965935309973046,-0.10673077153104105,2.609564395528061e-14,7.616346572917294,
MIMAT0000420,9.719265306122447,9.173692722371968,-0.0833446780599938,4.4467675425716673e-07,5.048764386683524,
MIMAT0000421,15.204285714285714,13.963307277628031,-0.12283734985221795,2.510772633132239e-13,7.318329230647781,
MIMAT0000422,0.38873333333333326,0.41546444444444447,0.09594419402052878,,,
MIMAT0000423,10.201612244897959,8.838938005390835,-0.2068522252561844,5.485323092781768e-21,9.399441931706317,
MIMAT0000424,7.339040816326531,7.624363881401617,0.055025454305425825,0.004574723176731843,-2.8355473595349303,
MIMAT0000425,6.830938775510204,5.336913746630727,-0.3560781664622059,4.642485639925075e-19,8.92048548877317,
MIMAT0000426,5.812448979591836,6.114681940700809,0.07313131044862065,0.0007510668517965314,-3.370225532430234,
MIMAT0000427,2.468051020408163,2.0796206611570245,-0.24705182502316791,,,
MIMAT0000428,0.5248365853658538,1.9810068627450983,1.9162936820059717,,,
MIMAT0000429,0.2446384615384615,1.2470759124087591,2.3498261437855743,,,
MIMAT0000430,0.6437045454545454,0.7414944099378881,0.20403716003927436,,,
MIMAT0000431,6.085571428571428,5.8578005390835575,-0.05503366720672265,0.0039296304209380595,2.8837560472549986,
MIMAT0000432,2.6750346938775507,2.498022826086957,-0.09877094281158727,,,
MIMAT0000433,6.859612244897959,5.452975741239892,-0.3310832897759117,2.362969499007247e-13,7.326468359743377,
MIMAT0000434,11.45422448979592,10.041725067385444,-0.18987265295818823,6.019119221984442e-15,7.803546542116002,
MIMAT0000435,15.761836734693876,15.147169811320756,-0.05738740553826549,0.0001975834302620527,3.7220863441013825,
MIMAT0000436,5.585918367346938,2.9230614555256063,-0.9343143289985572,2.5395437115604324e-22,9.717494053288066,
MIMAT0000437,11.057448979591838,9.56833962264151,-0.20867808230475804,1.1802131587761608e-17,8.55485076632486,
MIMAT0000438,9.076816326530611,8.093711590296495,-0.16538492289298334,2.418776820484483e-13,7.32333792547584,
