mirnet,mir_id,mir_acc,symbol,embl,entrez,experiment,pmid
mirnet-hsa-1,hsa-let-7b,MI0000063,LIN28,NA,NA,other,15131085
mirnet-hsa-2,hsa-let-7b,MI0000063,CCND1,ENSG00000110092,595,other,18379589
mirnet-hsa-3,hsa-let-7b,MI0000063,CDC25A,ENSG00000164045,993,other,18026111
mirnet-hsa-4,hsa-let-7b,MI0000063,BCL7A,ENSG00000110987,605,other,18026111
mirnet-hsa-5,hsa-let-7b,MI0000063,BCL7A,ENSG00000282873,605,other,18026111
mirnet-hsa-6,hsa-let-7b,MI0000063,HMGA2,ENSG00000149948,8091,Western blot,17437991
mirnet-hsa-7,hsa-let-7b,MI0000063,CDK6,ENSG00000105810,1021,Western blot,17699775
mirnet-hsa-8,hsa-let-7b,MI0000063,CDC25A,ENSG00000164045,993,Western blot,17699775
mirnet-hsa-9,hsa-let-7b,MI0000063,CDC34,ENSG00000099804,997,Immunoblot analysis,19126550
mirnet-hsa-10,hsa-let-7b,MI0000063,KRT,NA,NA,immunocytochemistry,19998415
mirnet-hsa-11,hsa-let-7d,MI0000065,DICER1,ENSG00000100697,23405,Western blot,18700235
mirnet-hsa-12,hsa-let-7d,MI0000065,DAD1,ENSG00000129562,1603,other,19939273
mirnet-hsa-13,hsa-let-7d,MI0000065,EIF4G2,ENSG00000110321,1982,other,19939273
mirnet-hsa-14,hsa-let-7d,MI0000065,RABGAP1L,ENSG00000152061,9910,other,19939273
mirnet-hsa-15,hsa-let-7d,MI0000065,SMOX,ENSG00000088826,54498,other,19939273
mirnet-hsa-16,hsa-let-7d,MI0000065,DAD3R,NA,NA,Western blot,19703567
mirnet-hsa-17,hsa-let-7e,MI0000066,SMC1A,ENSG00000072501,8243,other,15131085
mirnet-hsa-18,hsa-let-7e,MI0000066,HMGA2,ENSG00000149948,8091,Western blot,17437991
mirnet-hsa-19,hsa-let-7e,MI0000066,DAD1,ENSG00000129562,1603,other,19939273
mirnet-hsa-20,hsa-let-7e,MI0000066,RABGAP1L,ENSG00000152061,9910,other,19939273
mirnet-hsa-21,hsa-let-7e,MI0000066,WNT1,ENSG00000125084,7471,other,19398721
mirnet-hsa-22,hsa-mir-31,MI0000089,LATS2,ENSG00000150457,26524,other,20237410
mirnet-hsa-23,hsa-mir-31,MI0000089,PPP2R2A,ENSG00000221914,5520,other,20237410
mirnet-hsa-24,hsa-mir-31,MI0000089,FIH,NA,NA,Western blot,20145132
mirnet-hsa-25,hsa-mir-31,MI0000089,Fzd3,NA,NA,Western blot,19524507
mirnet-hsa-26,hsa-mir-31,MI0000089,ITGA5,ENSG00000161638,3678,Western blot,19524507
mirnet-hsa-27,hsa-mir-31,MI0000089,MMP16,ENSG00000156103,4325,Western blot,19524507
mirnet-hsa-28,hsa-mir-31,MI0000089,RDX,ENSG00000137710,5962,Western blot,19524507
mirnet-hsa-29,hsa-mir-31,MI0000089,MPRIP,ENSG00000133030,23164,other,19524507
mirnet-hsa-30,hsa-mir-31,MI0000089,RHOA,ENSG00000067560,387,Western blot,19524507
mirnet-hsa-31,hsa-mir-31,MI0000089,FOXP3,ENSG00000049768,50943,Western blot,19408243
mirnet-hsa-32,hsa-mir-31,MI0000089,SATB2,ENSG00000119042,23314,Western blot,20980827
mirnet-hsa-33,hsa-mir-31,MI0000089,RHOBTB1,ENSG00000072422,9886,other,20980827
mirnet-hsa-34,hsa-mir-31,MI0000089,CCNJ,ENSG00000107443,54619,other,20980827
mirnet-hsa-35,hsa-mir-31,MI0000089,VAMP4,ENSG00000117533,8674,other,20980827
mirnet-hsa-36,hsa-mir-31,MI0000089,TACC2,ENSG00000138162,10579,other,20980827
mirnet-hsa-37,hsa-mir-31,MI0000089,ENY2,ENSG00000120533,56943,other,20980827
mirnet-hsa-38,hsa-mir-31,MI0000089,ELAVL1,ENSG00000066044,1994,other,20980827
mirnet-hsa-39,hsa-mir-31,MI0000089,CLASP2,ENSG00000163539,23122,other,20980827
mirnet-hsa-40,hsa-mir-31,MI0000089,YPEL2,ENSG00000175155,388403,other,20980827
mirnet-hsa-41,hsa-mir-31,MI0000089,CCNJL,ENSG00000135083,79616,other,20980827
mirnet-hsa-42,hsa-mir-31,MI0000089,HERPUD2,ENSG00000122557,64224,other,20980827
mirnet-hsa-43,hsa-mir-31,MI0000089,FAM122A,ENSG00000187866,116224,other,20980827
mirnet-hsa-44,hsa-mir-31,MI0000089,STX12,ENSG00000117758,23673,other,20980827
mirnet-hsa-45,hsa-let-7g,MI0000433,IGF2BP1,ENSG00000159217,10642,Western blot,18413726
mirnet-hsa-46,hsa-let-7g,MI0000433,HMGA2,ENSG00000149948,8091,Western blot,17600087
mirnet-hsa-47,hsa-let-7g,MI0000433,DAD1,ENSG00000129562,1603,other,19939273
mirnet-hsa-48,hsa-let-7g,MI0000433,EIF4G2,ENSG00000110321,1982,other,19939273
mirnet-hsa-49,hsa-mir-328,MI0000804,CD44,ENSG00000026508,960,Western blot,18560585
mirnet-hsa-50,hsa-mir-328,MI0000804,ABCG2,ENSG00000118777,9429,Western blot,19270061
mirnet-hsa-51,hsa-mir-491,MI0003126,BCL2L1,ENSG00000171552,598,Western blot,20039318
mirnet-hsa-52,hsa-mir-520c,MI0003158,CD44,ENSG00000026508,960,Western blot,19158933
mirnet-hsa-53,hsa-mir-877,MI0005561,TP53INP2,ENSG00000078804,58476,other,21914725
mirnet-hsa-54,hsa-mir-877,MI0005561,FXR2,ENSG00000129245,9513,other,21914725
mirnet-hsa-55,hsa-mir-877,MI0005561,SMG5,ENSG00000198952,23381,other,21914725
mirnet-hsa-56,hsa-mir-877,MI0005561,SCN3A,ENSG00000153253,6328,other,21914725
mirnet-hsa-57,hsa-mir-877,MI0005561,EFNA5,ENSG00000184349,1946,other,21914725
mirnet-hsa-58,hsa-mir-877,MI0005561,ELF1,ENSG00000120690,1997,other,21914725
mirnet-hsa-59,hsa-mir-1258,MI0006392,HPSE,ENSG00000173083,10855,Western blot,21266359
mirnet-hsa-60,hsa-let-7a,MIMAT0000062,NF2,ENSG00000186575,4771,Western blot,17220301
mirnet-hsa-61,hsa-let-7a,MIMAT0000062,KRAS,ENSG00000133703,3845,other,15766527
mirnet-hsa-62,hsa-let-7a,MIMAT0000062,NRAS,ENSG00000213281,4893,other,15766527
mirnet-hsa-63,hsa-let-7a,MIMAT0000062,TRIM71,ENSG00000206557,131405,other,17890240
mirnet-hsa-64,hsa-let-7a,MIMAT0000062,HMGA2,ENSG00000149948,8091,Western blot,17600087
mirnet-hsa-65,hsa-let-7a,MIMAT0000062,LIN28,NA,NA,other,16495412
mirnet-hsa-66,hsa-let-7a,MIMAT0000062,CASP3,ENSG00000164305,836,Western blot,18758960
mirnet-hsa-67,hsa-let-7a,MIMAT0000062,DICER1,ENSG00000100697,23405,Western blot,18700235
mirnet-hsa-68,hsa-let-7a,MIMAT0000062,PRDM1,ENSG00000057657,639,other,18583325
mirnet-hsa-69,hsa-let-7a,MIMAT0000062,ITGB3,ENSG00000259207,3690,other,18679415
mirnet-hsa-70,hsa-let-7a,MIMAT0000062,EIF2C4,NA,NA,other,20144220
mirnet-hsa-71,hsa-let-7a,MIMAT0000062,HRAS,ENSG00000174775,3265,Western blot,20005451
mirnet-hsa-72,hsa-let-7a,MIMAT0000062,HRAS,ENSG00000276536,3265,Western blot,20005451
mirnet-hsa-73,hsa-let-7a,MIMAT0000062,ACP1,ENSG00000143727,52,other,19939273
mirnet-hsa-74,hsa-let-7a,MIMAT0000062,DAD1,ENSG00000129562,1603,other,19939273
mirnet-hsa-75,hsa-let-7a,MIMAT0000062,EIF3S1,NA,NA,other,19939273
mirnet-hsa-76,hsa-let-7a,MIMAT0000062,MED28,ENSG00000118579,80306,other,19939273
mirnet-hsa-77,hsa-let-7a,MIMAT0000062,RTCD1,NA,NA,other,19939273
mirnet-hsa-78,hsa-let-7a,MIMAT0000062,SMOX,ENSG00000088826,54498,other,19939273
mirnet-hsa-79,hsa-let-7a,MIMAT0000062,κB-Ras2,NA,NA,other,20351193
mirnet-hsa-80,hsa-let-7a,MIMAT0000062,MOR,NA,NA,Western blot,20668208
mirnet-hsa-81,hsa-let-7a,MIMAT0000062,NIRF,NA,NA,Western blot,22018986
mirnet-hsa-82,hsa-let-7a,MIMAT0000062,RAVER2,ENSG00000162437,55225,other,17637574
mirnet-hsa-83,hsa-let-7c,MIMAT0000064,MYC,ENSG00000136997,4609,Western blot,17877811
mirnet-hsa-84,hsa-let-7c,MIMAT0000064,TRIM71,ENSG00000206557,131405,other,17890240
mirnet-hsa-85,hsa-let-7c,MIMAT0000064,HMGA2,ENSG00000149948,8091,other,18403645
mirnet-hsa-86,hsa-let-7c,MIMAT0000064,HMGA2,ENSG00000149948,8091,Western blot,17600087
mirnet-hsa-87,hsa-let-7c,MIMAT0000064,TGFBR1,ENSG00000106799,7046,Western blot,19841744
mirnet-hsa-88,hsa-let-7c,MIMAT0000064,EIF3S1,NA,NA,other,19939273
mirnet-hsa-89,hsa-let-7c,MIMAT0000064,MED28,ENSG00000118579,80306,other,19939273
mirnet-hsa-90,hsa-let-7c,MIMAT0000064,RTCD1,NA,NA,other,19939273
mirnet-hsa-91,hsa-let-7f,MIMAT0000067,KLK10,ENSG00000129451,5655,ELISA,18627289
mirnet-hsa-92,hsa-let-7f,MIMAT0000067,KLK6,ENSG00000167755,5653,ELISA,18627289
mirnet-hsa-93,hsa-let-7f,MIMAT0000067,VIM,ENSG00000026025,7431,other,18560586
mirnet-hsa-94,hsa-let-7f,MIMAT0000067,ESM1,ENSG00000164283,11082,other,18560586
mirnet-hsa-95,hsa-let-7f,MIMAT0000067,EEF1A2,ENSG00000101210,1917,other,18560586
mirnet-hsa-96,hsa-let-7f,MIMAT0000067,TFF1,ENSG00000160182,7031,other,18560586
mirnet-hsa-97,hsa-let-7f,MIMAT0000067,NTS,ENSG00000133636,4922,other,18560586
mirnet-hsa-98,hsa-let-7f,MIMAT0000067,FDPS,ENSG00000160752,2224,other,18560586
mirnet-hsa-99,hsa-let-7f,MIMAT0000067,ASS1,ENSG00000130707,445,other,18560586
mirnet-hsa-100,hsa-let-7f,MIMAT0000067,KIF1A,ENSG00000130294,547,other,18560586
mirnet-hsa-101,hsa-let-7f,MIMAT0000067,KLK10,ENSG00000129451,5655,Western blot,20354523
mirnet-hsa-102,hsa-mir-15a,MIMAT0000068,DMTF1,ENSG00000135164,9988,other,15131085
mirnet-hsa-103,hsa-mir-15a,MIMAT0000068,BCL2,ENSG00000171791,596,Western blot,16166262
mirnet-hsa-104,hsa-mir-15a,MIMAT0000068,VEGFA,ENSG00000112715,7422,ELISA,18320040
mirnet-hsa-105,hsa-mir-15a,MIMAT0000068,PDCD4,ENSG00000150593,27250,other,18362358
mirnet-hsa-106,hsa-mir-15a,MIMAT0000068,RAB21,ENSG00000080371,23011,other,18362358
mirnet-hsa-107,hsa-mir-15a,MIMAT0000068,CADM1,ENSG00000182985,23705,other,18362358
mirnet-hsa-108,hsa-mir-15a,MIMAT0000068,SKAP2,ENSG00000005020,8935,other,18362358
mirnet-hsa-109,hsa-mir-15a,MIMAT0000068,BCL2,ENSG00000171791,596,other,18362358
mirnet-hsa-110,hsa-mir-15a,MIMAT0000068,WT1,ENSG00000184937,7490,phenotypic analysis of target gene,18362358
mirnet-hsa-111,hsa-mir-15a,MIMAT0000068,ACTR1A,ENSG00000138107,10121,proteomics analysis,18362358
mirnet-hsa-112,hsa-mir-15a,MIMAT0000068,ASXL2,ENSG00000143970,55252,other,18362358
mirnet-hsa-113,hsa-mir-15a,MIMAT0000068,C10orf104,NA,NA,other,18362358
mirnet-hsa-114,hsa-mir-15a,MIMAT0000068,C14orf109,NA,NA,other,18362358
mirnet-hsa-115,hsa-mir-15a,MIMAT0000068,CARD8,ENSG00000105483,22900,other,18362358
mirnet-hsa-116,hsa-mir-15a,MIMAT0000068,CDC14B,ENSG00000081377,8555,other,18362358
mirnet-hsa-117,hsa-mir-15a,MIMAT0000068,CENPJ,ENSG00000151849,55835,other,18362358
mirnet-hsa-118,hsa-mir-15a,MIMAT0000068,CEP63,ENSG00000182923,80254,other,18362358
mirnet-hsa-119,hsa-mir-15a,MIMAT0000068,CREBL2,ENSG00000111269,1389,other,18362358
mirnet-hsa-120,hsa-mir-15a,MIMAT0000068,ECHDC1,ENSG00000093144,55862,other,18362358
mirnet-hsa-121,hsa-mir-15a,MIMAT0000068,CCDC76,NA,NA,other,18362358
mirnet-hsa-122,hsa-mir-15a,MIMAT0000068,NPAL2,NA,NA,other,18362358
mirnet-hsa-123,hsa-mir-15a,MIMAT0000068,C4orf27,NA,NA,other,18362358
mirnet-hsa-124,hsa-mir-15a,MIMAT0000068,C2orf43,NA,NA,other,18362358
mirnet-hsa-125,hsa-mir-15a,MIMAT0000068,CCDC111,NA,NA,other,18362358
mirnet-hsa-126,hsa-mir-15a,MIMAT0000068,GOLGA5,ENSG00000066455,9950,other,18362358
mirnet-hsa-127,hsa-mir-15a,MIMAT0000068,GOLPH3L,ENSG00000143457,55204,other,18362358
mirnet-hsa-128,hsa-mir-15a,MIMAT0000068,GTF2H1,ENSG00000110768,2965,other,18362358
mirnet-hsa-129,hsa-mir-15a,MIMAT0000068,GTF2H1,ENSG00000288114,2965,other,18362358
mirnet-hsa-130,hsa-mir-15a,MIMAT0000068,H3F3B,NA,NA,other,18362358
mirnet-hsa-131,hsa-mir-15a,MIMAT0000068,HACE1,ENSG00000085382,57531,other,18362358
mirnet-hsa-132,hsa-mir-15a,MIMAT0000068,HDHD2,ENSG00000167220,84064,other,18362358
mirnet-hsa-133,hsa-mir-15a,MIMAT0000068,HERC6,ENSG00000138642,55008,other,18362358
mirnet-hsa-134,hsa-mir-15a,MIMAT0000068,C17orf80,ENSG00000141219,55028,other,18362358
mirnet-hsa-135,hsa-mir-15a,MIMAT0000068,HRSP12,NA,NA,other,18362358
mirnet-hsa-136,hsa-mir-15a,MIMAT0000068,HSDL2,ENSG00000119471,84263,other,18362358
mirnet-hsa-137,hsa-mir-15a,MIMAT0000068,HSPA1A,ENSG00000204389,3303,other,18362358
mirnet-hsa-138,hsa-mir-15a,MIMAT0000068,HSPA1A,ENSG00000237724,3303,other,18362358
mirnet-hsa-139,hsa-mir-15a,MIMAT0000068,HSPA1A,ENSG00000235941,3303,other,18362358
mirnet-hsa-140,hsa-mir-15a,MIMAT0000068,HSPA1A,ENSG00000215328,3303,other,18362358
mirnet-hsa-141,hsa-mir-15a,MIMAT0000068,HSPA1A,ENSG00000234475,3303,other,18362358
mirnet-hsa-142,hsa-mir-15a,MIMAT0000068,JUN,ENSG00000177606,3725,other,18362358
mirnet-hsa-143,hsa-mir-15a,MIMAT0000068,PWWP2A,ENSG00000170234,114825,other,18362358
mirnet-hsa-144,hsa-mir-15a,MIMAT0000068,FAM122C,ENSG00000156500,159091,other,18362358
mirnet-hsa-145,hsa-mir-15a,MIMAT0000068,LOC339804,NA,NA,other,18362358
mirnet-hsa-146,hsa-mir-15a,MIMAT0000068,FAM69A,NA,NA,other,18362358
mirnet-hsa-147,hsa-mir-15a,MIMAT0000068,MCL1,ENSG00000143384,4170,other,18362358
mirnet-hsa-148,hsa-mir-15a,MIMAT0000068,MSH2,ENSG00000095002,4436,other,18362358
mirnet-hsa-149,hsa-mir-15a,MIMAT0000068,NT5DC1,ENSG00000178425,221294,other,18362358
mirnet-hsa-150,hsa-mir-15a,MIMAT0000068,OMA1,ENSG00000162600,115209,other,18362358
mirnet-hsa-151,hsa-mir-15a,MIMAT0000068,OSGEPL1,ENSG00000128694,64172,other,18362358
mirnet-hsa-152,hsa-mir-15a,MIMAT0000068,PDCD6IP,ENSG00000170248,10015,other,18362358
mirnet-hsa-153,hsa-mir-15a,MIMAT0000068,PHKB,ENSG00000102893,5257,other,18362358
mirnet-hsa-154,hsa-mir-15a,MIMAT0000068,PMS1,ENSG00000064933,5378,other,18362358
mirnet-hsa-155,hsa-mir-15a,MIMAT0000068,PNN,ENSG00000100941,5411,other,18362358
mirnet-hsa-156,hsa-mir-15a,MIMAT0000068,PRIM1,ENSG00000198056,5557,other,18362358
mirnet-hsa-157,hsa-mir-15a,MIMAT0000068,RAD51C,ENSG00000108384,5889,other,18362358
mirnet-hsa-158,hsa-mir-15a,MIMAT0000068,RHOT1,ENSG00000126858,55288,other,18362358
mirnet-hsa-159,hsa-mir-15a,MIMAT0000068,RNASEL,ENSG00000135828,6041,other,18362358
mirnet-hsa-160,hsa-mir-15a,MIMAT0000068,SLC35A1,ENSG00000164414,10559,other,18362358
mirnet-hsa-161,hsa-mir-15a,MIMAT0000068,SLC35B3,ENSG00000124786,51000,other,18362358
mirnet-hsa-162,hsa-mir-15a,MIMAT0000068,TIA1,ENSG00000116001,7072,other,18362358
mirnet-hsa-163,hsa-mir-15a,MIMAT0000068,HSP90B1,ENSG00000166598,7184,other,18362358
mirnet-hsa-164,hsa-mir-15a,MIMAT0000068,UGDH,ENSG00000109814,7358,other,18362358
mirnet-hsa-165,hsa-mir-15a,MIMAT0000068,UGP2,ENSG00000169764,7360,other,18362358
mirnet-hsa-166,hsa-mir-15a,MIMAT0000068,VPS45,ENSG00000136631,11311,other,18362358
mirnet-hsa-167,hsa-mir-15a,MIMAT0000068,WIPF1,ENSG00000115935,7456,other,18362358
mirnet-hsa-168,hsa-mir-15a,MIMAT0000068,ZNF559,ENSG00000188321,84527,other,18362358
mirnet-hsa-169,hsa-mir-15a,MIMAT0000068,BCL2,ENSG00000171791,596,phenotypic analysis of target gene,18362358
mirnet-hsa-170,hsa-mir-15a,MIMAT0000068,RAB9B,ENSG00000123570,51209,phenotypic analysis of target gene,18362358
mirnet-hsa-171,hsa-mir-15a,MIMAT0000068,TPI1,ENSG00000111669,7167,phenotypic analysis of target gene,18362358
mirnet-hsa-172,hsa-mir-15a,MIMAT0000068,MYB,ENSG00000118513,4602,Western blot,18818396
mirnet-hsa-173,hsa-mir-15a,MIMAT0000068,BMI1,ENSG00000168283,648,Western blot,19903841
mirnet-hsa-174,hsa-mir-15a,MIMAT0000068,CCND1,ENSG00000110092,595,Western blot,19823025
mirnet-hsa-175,hsa-mir-16,MIMAT0000069,TPPP3,ENSG00000159713,51673,other,15131085
mirnet-hsa-176,hsa-mir-16,MIMAT0000069,BCL2,ENSG00000171791,596,Western blot,16166262
mirnet-hsa-177,hsa-mir-16,MIMAT0000069,VEGFA,ENSG00000112715,7422,ELISA,18320040
mirnet-hsa-178,hsa-mir-16,MIMAT0000069,BCL2,ENSG00000171791,596,other,17877811
mirnet-hsa-179,hsa-mir-16,MIMAT0000069,BCL2,ENSG00000171791,596,Western blot,18449891
mirnet-hsa-180,hsa-mir-16,MIMAT0000069,PDCD4,ENSG00000150593,27250,other,18362358
mirnet-hsa-181,hsa-mir-16,MIMAT0000069,RAB21,ENSG00000080371,23011,other,18362358
mirnet-hsa-182,hsa-mir-16,MIMAT0000069,CADM1,ENSG00000182985,23705,other,18362358
mirnet-hsa-183,hsa-mir-16,MIMAT0000069,SKAP2,ENSG00000005020,8935,other,18362358
mirnet-hsa-184,hsa-mir-16,MIMAT0000069,BCL2,ENSG00000171791,596,other,18362358
mirnet-hsa-185,hsa-mir-16,MIMAT0000069,WT1,ENSG00000184937,7490,phenotypic analysis of target gene,18362358
mirnet-hsa-186,hsa-mir-16,MIMAT0000069,BCL2,ENSG00000171791,596,proteomics analysis,18362358
mirnet-hsa-187,hsa-mir-16,MIMAT0000069,RAB9B,ENSG00000123570,51209,proteomics analysis,18362358
mirnet-hsa-188,hsa-mir-16,MIMAT0000069,ACTR1A,ENSG00000138107,10121,proteomics analysis,18362358
mirnet-hsa-189,hsa-mir-16,MIMAT0000069,TPI1,ENSG00000111669,7167,proteomics analysis,18362358
mirnet-hsa-190,hsa-mir-16,MIMAT0000069,CFL2,ENSG00000165410,1073,proteomics analysis,18362358
mirnet-hsa-191,hsa-mir-16,MIMAT0000069,H3F3B,NA,NA,other,18362358
mirnet-hsa-192,hsa-mir-16,MIMAT0000069,MCL1,ENSG00000143384,4170,other,18362358
mirnet-hsa-193,hsa-mir-16,MIMAT0000069,ASXL2,ENSG00000143970,55252,other,18362358
mirnet-hsa-194,hsa-mir-16,MIMAT0000069,C10orf104,NA,NA,other,18362358
mirnet-hsa-195,hsa-mir-16,MIMAT0000069,C14orf109,NA,NA,other,18362358
mirnet-hsa-196,hsa-mir-16,MIMAT0000069,CARD8,ENSG00000105483,22900,other,18362358
mirnet-hsa-197,hsa-mir-16,MIMAT0000069,CDC14B,ENSG00000081377,8555,other,18362358
mirnet-hsa-198,hsa-mir-16,MIMAT0000069,CENPJ,ENSG00000151849,55835,other,18362358
mirnet-hsa-199,hsa-mir-16,MIMAT0000069,CEP63,ENSG00000182923,80254,other,18362358
mirnet-hsa-200,hsa-mir-16,MIMAT0000069,CREBL2,ENSG00000111269,1389,other,18362358
mirnet-hsa-201,hsa-mir-16,MIMAT0000069,ECHDC1,ENSG00000093144,55862,other,18362358
mirnet-hsa-202,hsa-mir-16,MIMAT0000069,CCDC76,NA,NA,other,18362358
mirnet-hsa-203,hsa-mir-16,MIMAT0000069,NPAL2,NA,NA,other,18362358
mirnet-hsa-204,hsa-mir-16,MIMAT0000069,C4orf27,NA,NA,other,18362358
mirnet-hsa-205,hsa-mir-16,MIMAT0000069,C2orf43,NA,NA,other,18362358
mirnet-hsa-206,hsa-mir-16,MIMAT0000069,CCDC111,NA,NA,other,18362358
mirnet-hsa-207,hsa-mir-16,MIMAT0000069,GOLGA5,ENSG00000066455,9950,other,18362358
mirnet-hsa-208,hsa-mir-16,MIMAT0000069,GOLPH3L,ENSG00000143457,55204,other,18362358
mirnet-hsa-209,hsa-mir-16,MIMAT0000069,GTF2H1,ENSG00000110768,2965,other,18362358
mirnet-hsa-210,hsa-mir-16,MIMAT0000069,GTF2H1,ENSG00000288114,2965,other,18362358
mirnet-hsa-211,hsa-mir-16,MIMAT0000069,HACE1,ENSG00000085382,57531,other,18362358
mirnet-hsa-212,hsa-mir-16,MIMAT0000069,HDHD2,ENSG00000167220,84064,other,18362358
mirnet-hsa-213,hsa-mir-16,MIMAT0000069,HERC6,ENSG00000138642,55008,other,18362358
mirnet-hsa-214,hsa-mir-16,MIMAT0000069,C17orf80,ENSG00000141219,55028,other,18362358
mirnet-hsa-215,hsa-mir-16,MIMAT0000069,HRSP12,NA,NA,other,18362358
mirnet-hsa-216,hsa-mir-16,MIMAT0000069,HSDL2,ENSG00000119471,84263,other,18362358
mirnet-hsa-217,hsa-mir-16,MIMAT0000069,HSPA1A,ENSG00000204389,3303,other,18362358
mirnet-hsa-218,hsa-mir-16,MIMAT0000069,HSPA1A,ENSG00000237724,3303,other,18362358
mirnet-hsa-219,hsa-mir-16,MIMAT0000069,HSPA1A,ENSG00000235941,3303,other,18362358
mirnet-hsa-220,hsa-mir-16,MIMAT0000069,HSPA1A,ENSG00000215328,3303,other,18362358
mirnet-hsa-221,hsa-mir-16,MIMAT0000069,HSPA1A,ENSG00000234475,3303,other,18362358
mirnet-hsa-222,hsa-mir-16,MIMAT0000069,JUN,ENSG00000177606,3725,other,18362358
mirnet-hsa-223,hsa-mir-16,MIMAT0000069,PWWP2A,ENSG00000170234,114825,other,18362358
mirnet-hsa-224,hsa-mir-16,MIMAT0000069,FAM122C,ENSG00000156500,159091,other,18362358
mirnet-hsa-225,hsa-mir-16,MIMAT0000069,LOC339804,NA,NA,other,18362358
mirnet-hsa-226,hsa-mir-16,MIMAT0000069,FAM69A,NA,NA,other,18362358
mirnet-hsa-227,hsa-mir-16,MIMAT0000069,MSH2,ENSG00000095002,4436,other,18362358
mirnet-hsa-228,hsa-mir-16,MIMAT0000069,NT5DC1,ENSG00000178425,221294,other,18362358
mirnet-hsa-229,hsa-mir-16,MIMAT0000069,OMA1,ENSG00000162600,115209,other,18362358
mirnet-hsa-230,hsa-mir-16,MIMAT0000069,OSGEPL1,ENSG00000128694,64172,other,18362358
mirnet-hsa-231,hsa-mir-16,MIMAT0000069,PDCD6IP,ENSG00000170248,10015,other,18362358
mirnet-hsa-232,hsa-mir-16,MIMAT0000069,PHKB,ENSG00000102893,5257,other,18362358
mirnet-hsa-233,hsa-mir-16,MIMAT0000069,PMS1,ENSG00000064933,5378,other,18362358
mirnet-hsa-234,hsa-mir-16,MIMAT0000069,PNN,ENSG00000100941,5411,other,18362358
mirnet-hsa-235,hsa-mir-16,MIMAT0000069,PRIM1,ENSG00000198056,5557,other,18362358
mirnet-hsa-236,hsa-mir-16,MIMAT0000069,RAD51C,ENSG00000108384,5889,other,18362358
mirnet-hsa-237,hsa-mir-16,MIMAT0000069,RHOT1,ENSG00000126858,55288,other,18362358
mirnet-hsa-238,hsa-mir-16,MIMAT0000069,RNASEL,ENSG00000135828,6041,other,18362358
mirnet-hsa-239,hsa-mir-16,MIMAT0000069,SLC35A1,ENSG00000164414,10559,other,18362358
mirnet-hsa-240,hsa-mir-16,MIMAT0000069,SLC35B3,ENSG00000124786,51000,other,18362358
mirnet-hsa-241,hsa-mir-16,MIMAT0000069,TIA1,ENSG00000116001,7072,other,18362358
mirnet-hsa-242,hsa-mir-16,MIMAT0000069,HSP90B1,ENSG00000166598,7184,other,18362358
mirnet-hsa-243,hsa-mir-16,MIMAT0000069,UGDH,ENSG00000109814,7358,other,18362358
mirnet-hsa-244,hsa-mir-16,MIMAT0000069,UGP2,ENSG00000169764,7360,other,18362358
mirnet-hsa-245,hsa-mir-16,MIMAT0000069,VPS45,ENSG00000136631,11311,other,18362358
mirnet-hsa-246,hsa-mir-16,MIMAT0000069,WIPF1,ENSG00000115935,7456,other,18362358
mirnet-hsa-247,hsa-mir-16,MIMAT0000069,ZNF559,ENSG00000188321,84527,other,18362358
mirnet-hsa-248,hsa-mir-16,MIMAT0000069,CRHBP,ENSG00000145708,1393,phenotypic analysis of target gene,18362358
mirnet-hsa-249,hsa-mir-16,MIMAT0000069,CSHL1,ENSG00000204414,1444,phenotypic analysis of target gene,18362358
mirnet-hsa-250,hsa-mir-16,MIMAT0000069,CDK6,ENSG00000105810,1021,Western blot,18701644
mirnet-hsa-251,hsa-mir-16,MIMAT0000069,CCNE1,ENSG00000105173,898,Western blot,18701644
mirnet-hsa-252,hsa-mir-16,MIMAT0000069,CCND3,ENSG00000112576,896,Western blot,18701644
mirnet-hsa-253,hsa-mir-16,MIMAT0000069,CCND1,ENSG00000110092,595,Western blot,18701644
mirnet-hsa-254,hsa-mir-16,MIMAT0000069,HMGA1,ENSG00000137309,3159,other,19250063
mirnet-hsa-255,hsa-mir-16,MIMAT0000069,CAPRIN1,ENSG00000135387,4076,other,19250063
mirnet-hsa-256,hsa-mir-16,MIMAT0000069,CCNE1,ENSG00000105173,898,other,19250063
mirnet-hsa-257,hsa-mir-16,MIMAT0000069,BCL2,ENSG00000171791,596,Western blot,19269153
mirnet-hsa-258,hsa-mir-16,MIMAT0000069,CCNE1,ENSG00000105173,898,Western blot,19944013
mirnet-hsa-259,hsa-mir-16,MIMAT0000069,RECK,ENSG00000122707,8434,Western blot,20154725
mirnet-hsa-260,hsa-mir-16,MIMAT0000069,BMI1,ENSG00000168283,648,Western blot,19903841
mirnet-hsa-261,hsa-mir-16,MIMAT0000069,VEGFR2,NA,NA,Western blot,21885851
mirnet-hsa-262,hsa-mir-16,MIMAT0000069,FGFR1,ENSG00000077782,2260,Western blot,21885851
mirnet-hsa-263,hsa-mir-16,MIMAT0000069,VEGF,NA,NA,Western blot,21885851
mirnet-hsa-264,hsa-mir-17,MIMAT0000070,NCOA3,ENSG00000124151,8202,Western blot,16940181
mirnet-hsa-265,hsa-mir-17,MIMAT0000070,VEGFA,ENSG00000112715,7422,ELISA,18320040
